ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,20237,10,pgxc,10.93.131.148,58550,2015-08-22 00:19:56.410229-04,2015-08-22 00:19:56.49979-04,2015-08-22 00:19:56.500581-04,f,Remote Subplan,active,2015-08-22 00:19:56.505925-04
946684800,20240,10,psql,10.93.131.148,58571,2015-08-22 00:19:56.470971-04,,2015-08-22 00:19:56.476241-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.476243-04
946684800,20239,10,psql,10.93.131.148,58570,2015-08-22 00:19:56.46754-04,,2015-08-22 00:19:56.486612-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.486614-04
946684800,20241,10,psql,10.93.131.148,58572,2015-08-22 00:19:56.471849-04,,2015-08-22 00:19:56.491633-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.491638-04
946684800,20243,10,psql,10.93.131.148,58576,2015-08-22 00:19:56.482344-04,,2015-08-22 00:19:56.495909-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.495912-04
946684800,20242,10,psql,10.93.131.148,58574,2015-08-22 00:19:56.477101-04,,2015-08-22 00:19:56.49886-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-22 00:19:56.498863-04
946684800,20237,10,pgxc,10.93.131.148,58550,2015-08-22 00:19:56.410229-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:17.716078-04,f,Remote Subplan,active,2015-08-22 00:20:17.725973-04
946684800,20262,10,pgxc,10.93.131.148,58668,2015-08-22 00:20:01.943855-04,2015-08-22 00:20:01.599774-04,2015-08-22 00:20:01.603343-04,f,Remote Subplan,active,2015-08-22 00:20:01.963924-04
946684800,20269,10,pgxc,10.93.131.148,58676,2015-08-22 00:20:04.751087-04,2015-08-22 00:20:04.688509-04,2015-08-22 00:20:04.689956-04,f,COPY public.lineitem FROM STDIN DELIMITER AS '|',active,2015-08-22 00:20:04.7657-04
946684800,20270,10,pgxc,10.92.9.245,60135,2015-08-22 00:20:17.68459-04,2015-08-22 00:20:17.617583-04,2015-08-22 00:20:56.350286-04,f,Remote Subplan,active,2015-08-22 00:20:56.44493-04
